Nama_Ruas,Kecamatan,Panjang,Lebar,Kondisi,15 April,15,16 April,16,17 April,17,18 April,18,19 April,19,20 April,20,21 April,21,22 April,22,23 April,23,24 April,24,25 April,25,26 April,26,27 April,27,28 April,28,29 April,29
Jl. Jatimulyo,banyumanik,626 M,5 M,Baik,sedang,12 Menit,sedang,12 Menit,macet,14 Menit,macet,14 Menit,macet,14 Menit,macet,14 Menit,macet,11 Menit,macet,14 Menit,sedang,11 Menit,macet,11 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Jatiluhur 1,banyumanik,679 M,4 M,Sedang,lancar,6 Menit,lancar,5 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,7 Menit,sedang,7 Menit,sedang,7 Menit,sedang,4 Menit,sedang,7 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,lancar,16 Menit
Jl. Suren,banyumanik,433 M,3 M,Sedang,sedang,16 Menit,lancar,16 Menit,sedang,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,lancar,20 Menit
Jl. Gedawang,banyumanik,787 M,4 M,Baik,sedang,20 Menit,lancar,18 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,16 Menit
Jl. Puri Asri Perdana,banyumanik,466 M,5 M,Baik,sedang,18 Menit,lancar,16 Menit,sedang,18 Menit,sedang,20 Menit,sedang,20 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,lancar,16 Menit
Jl. Grafika Utama,banyumanik,484 M,3 M,Sedang,sedang,18 Menit,lancar,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Sapta Prasetya,banyumanik,164 M,4 M,Baik,lancar,6 Menit,lancar,5 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,19 Menit,sedang,19 Menit,sedang,19 Menit,sedang,17 Menit,sedang,19 Menit,sedang,18 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit
Jl. Rengas,banyumanik,264 M,3 M,Baik,sedang,18 Menit,lancar,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit
Jl. Ulin,banyumanik,262 M,4 M,Sedang,sedang,18 Menit,lancar,16 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,16 Menit,sedang,16 Menit,lancar,16 Menit,sedang,16 Menit,lancar,16 Menit
Jl. Sawunggaling,banyumanik,247 M,3 M,Baik,sedang,16 Menit,lancar,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit
Jl. Waru Timur,banyumanik,377 M,4 M,Sedang,sedang,16 Menit,lancar,14 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,,16 Menit,sedang,16 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Tirto Husodo Barat 1,banyumanik,167 M,8 M,Baik,sedang,12 Menit,sedang,12 Menit,macet,14 Menit,macet,14 Menit,macet,14 Menit,macet,13 Menit,macet,13 Menit,macet,13 Menit,sedang,12 Menit,macet,13 Menit,macet,10 Menit,sedang,10 Menit,sedang,9 Menit,sedang,10 Menit,sedang,10 Menit
Jl. Srondol Bumi Indah,banyumanik,200 M,8 M,Sedang,sedang,10 Menit,lancar,9 Menit,macet,10 Menit,macet,12 Menit,macet,12 Menit,macet,10 Menit,sedang,10 Menit,macet,10 Menit,sedang,10 Menit,macet,10 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Ngesrep Timur Dalam 2,banyumanik,231 M,3 M,Sedang,sedang,8 Menit,lancar,7 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,8 Menit,sedang,8 Menit,macet,10 Menit,sedang,8 Menit,macet,8 Menit,sedang,14 Menit,sedang,14 Menit,sedang,14 Menit,sedang,14 Menit,lancar,14 Menit
Jl. Klentengsari,banyumanik,758 M,6 M,Baik,sedang,14 Menit,lancar,12 Menit,sedang,14 Menit,sedang,16 Menit,sedang,16 Menit,sedang,15 Menit,sedang,15 Menit,sedang,15 Menit,sedang,15 Menit,sedang,15 Menit,macet,12 Menit,sedang,12 Menit,sedang,12 Menit,macet,12 Menit,sedang,12 Menit
Jl. Tanjung Sari 2,banyumanik,299 M,3 M,Sedang,macet,12 Menit,sedang,12 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,,12 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,macet,10 Menit,sedang,10 Menit,macet,12 Menit,macet,12 Menit
Jl. Tanjung Sari 4,banyumanik,338 M,3 M,Sedang,macet,12 Menit,sedang,9 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,macet,11 Menit,,11 Menit,macet,11 Menit,macet,11 Menit,macet,11 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Jrobang,banyumanik,561 M,4 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,sedang,6 Menit,sedang,6 Menit,,6 Menit,lancar,6 Menit,sedang,7 Menit,lancar,6 Menit,sedang,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Jangli Perbalan,banyumanik,323 M,5 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,macet,12 Menit,macet,12 Menit,sedang,12 Menit,macet,12 Menit,sedang,12 Menit
Jl. Tanjung Sari 3,banyumanik,228 M,3 M,Sedang,macet,12 Menit,sedang,10 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,,12 Menit,macet,12 Menit,macet,10 Menit,macet,12 Menit,macet,12 Menit,sedang,16 Menit,sedang,16 Menit,lancar,14 Menit,sedang,16 Menit,lancar,14 Menit
Jl. Mulawarman 1,banyumanik,340 M,3 M,Baik,sedang,16 Menit,lancar,14 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,,15 Menit,sedang,15 Menit,sedang,15 Menit,sedang,15 Menit,sedang,15 Menit,sedang,20 Menit,sedang,20 Menit,sedang,18 Menit,sedang,18 Menit,lancar,18 Menit
Jl. Watu Kaji,banyumanik,"1,137 M",4 M,Sedang,sedang,20 Menit,lancar,18 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,19 Menit,sedang,19 Menit,sedang,17 Menit,sedang,19 Menit,sedang,19 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Jatiluhur,banyumanik,452 M,4 M,Sedang,lancar,6 Menit,lancar,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,lancar,5 Menit,sedang,6 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,lancar,16 Menit
Jl. Cemara,banyumanik,727 M,4 M,Baik,sedang,16 Menit,lancar,14 Menit,sedang,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,17 Menit,sedang,16 Menit,sedang,17 Menit,sedang,17 Menit,sedang,16 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Taman Setia Budi,banyumanik,194 M,6 M,Sedang,lancar,6 Menit,lancar,5 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,16 Menit,sedang,16 Menit,lancar,14 Menit,lancar,16 Menit,lancar,14 Menit
Jl. Damar,banyumanik,534 M,4 M,Baik,sedang,16 Menit,lancar,14 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,18 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit
Jl. Empu Sendok,banyumanik,"1,611 M",3 M,Baik,sedang,18 Menit,lancar,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,lancar,16 Menit
Jl. Potrosari 1,banyumanik,301 M,4 M,Baik,sedang,16 Menit,lancar,14 Menit,sedang,16 Menit,sedang,18 Menit,sedang,18 Menit,macet,10 Menit,sedang,9 Menit,sedang,10 Menit,sedang,9 Menit,sedang,9 Menit,macet,10 Menit,sedang,10 Menit,sedang,10 Menit,sedang,10 Menit,sedang,9 Menit
Jl. Pramuka,banyumanik,"2,351 M",7 M,Baik,sedang,10 Menit,lancar,9 Menit,macet,10 Menit,macet,10 Menit,macet,10 Menit,sedang,20 Menit,sedang,20 Menit,sedang,22 Menit,sedang,20 Menit,sedang,20 Menit,sedang,22 Menit,sedang,22 Menit,sedang,20 Menit,sedang,22 Menit,lancar,20 Menit
Jl. Sawunggaling Selatan,banyumanik,366 M,4 M,Sedang,sedang,22 Menit,lancar,20 Menit,sedang,22 Menit,sedang,22 Menit,sedang,22 Menit,sedang,17 Menit,sedang,17 Menit,sedang,16 Menit,sedang,17 Menit,sedang,17 Menit,sedang,18  Menit,sedang,18  Menit,sedang,16 Menit,sedang,18 Menit,sedang,16 Menit
Jl. Sendang Pakel,banyumanik,347 M,4 M,Sedang,sedang,18 Menit,lancar,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,lancar,20 Menit
Jl. Wisma Prasetya,banyumanik,269 M,4 M,Baik,lancar,6 Menit,lancar,5 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,17 Menit,sedang,18 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit
Jl. Tirto Husodo Timur,banyumanik,404 M,4 M,Sedang,sedang,20 Menit,lancar,20 Menit,sedang,20 Menit,sedang,22 Menit,sedang,22 Menit,macet,14 Menit,macet,13 Menit,,14 Menit,macet,13 Menit,,13 Menit,macet,14 Menit,macet,14 Menit,sedang,14 Menit,macet,14 Menit,sedang,14 Menit
Jl. Tembalang Selatan,banyumanik,196 M,4 M,Sedang,sedang,14 Menit,lancar,14 Menit,sedang,16 Menit,sedang,16 Menit,sedang,16 Menit,macet,13 Menit,macet,13 Menit,lancar,7 Menit,macet,13 Menit,lancar,13 Menit,macet,14 Menit,macet,12 Menit,sedang,12 Menit,macet,12 Menit,sedang,12 Menit
Jl. Sisimangaraja,candisari,"2,384 M",6 M,Baik,sedang,18 Menit,lancar,16 Menit,sedang,18 Menit,sedang,18 Menit,sedang,18 Menit,lancar,7 Menit,lancar,7 Menit,,4 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,sedang,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Kawi,candisari,"1,167 M",6 M,Sedang,macet,14 Menit,sedang,12 Menit,macet,14 Menit,macet,14 Menit,macet,14 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Wilis,candisari,923 M,5 M,Baik,macet,12 Menit,sedang,12 Menit,macet,14 Menit,macet,14 Menit,macet,14 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Sriwijaya,candisari,"1,736 M",10 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,sedang,7 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Kagok,candisari,240 M,4 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,lancar,4 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Kawi 1,candisari,914 M,4 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Ungaran,candisari,144 M,7 M,Sedang,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,8 Menit,,7 Menit,,7 Menit,,7 Menit,,7 Menit,lancar,8 Menit,sedang,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Dr. Wahidin Dalam,candisari,346 M,3 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,,7 Menit,,7 Menit,,7 Menit,,7 Menit,,7 Menit,lancar,6 Menit,lancar,7 Menit,lancar,6 Menit,lancar,7 Menit,lancar,6 Menit
Jl. Kesatrian Rw. 07,candisari,810 M,4 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,macet,11Menit,macet,11 Menit,lancar,11 Menit,lancar,11 Menit,macet,11 Menit,sedang,10 Menit,sedang,12 Menit,sedang,10 Menit,sedang,10 Menit,sedang,9 Menit
Jl. Genuk Sari,candisari,271 M,3 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,sedang,8 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Cinde,candisari,483 M,6 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,sedang,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Cinde Barat 7,candisari,130 M,4 M,Sedang,sedang,9 Menit,sedang,9 Menit,sedang,10 Menit,sedang,10 Menit,sedang,10 Menit,lancar,6  Menit,lancar,6  Menit,lancar,6  Menit,lancar,6  Menit,lancar,6  Menit,lancar,6 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Cinde Barat 9,candisari,518 M,3 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Cinde Selatan,candisari,420 M,3 M,Sedang,lancar,7 Menit,lancar,7 Menit,sedang,7 Menit,lancar,7 Menit,lancar,7 Menit,macet,8 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,sedang,7 Menit,sedang,7 Menit,lancar,7 Menit
Jl. Tandang,candisari,542 M,4 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,,9 Menit,sedang,9 Menit,lancar,7 Menit,lancar,7 Menit,macet,10 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,7 Menit
Jl. Jangli,candisari,"1,631 M",5 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,macet,9 Menit,macet,9 Menit,lancar,8 Menit,lancar,8 Menit,macet,9 Menit,sedang,8 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,lancar,8 Menit
Jl. Kasipah,candisari,"1,631 M",8 M,Baik,lancar,7 Menit,lancar,7 Menit,sedang,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,,4 Menit,lancar,7 Menit,lancar,7 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,8 Menit
Jl. Tegalsari,candisari,696 M,6 M,Sedang,lancar,7 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Tentara Pelajar,candisari,"1,020 M",10 M,Baik,lancar,8 Menit,lancar,8 Menit,sedang,9 Menit,sedang,8 Menit,sedang,9 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,,4 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Cinde Barat 5,candisari,23 M,3 M,Sedang,lancar,8 Menit,lancar,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Singotoro,candisari,641 M,6 M,Baik,lancar,2 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,lancar,4 Menit,lancar,6 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Diponegoro,candisari,"1,593 M",8 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Telomoyo,candisari,218 M,4 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,8 Menit,,7 Menit,,7 Menit,,7 Menit,,7 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Tambora,candisari,430 M,4 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,,7 Menit,,7 Menit,,7 Menit,,7 Menit,,7 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Tabanan,candisari,227 M,4 M,Sedang,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,macet,11Menit,macet,11 Menit,lancar,11 Menit,lancar,11 Menit,macet,11 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Jatingaleh 3,candisari,790 M,3 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,,5 Menit,lancar,12 Menit,sedang,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Sanggung Barat,candisari,129 M,3 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,sedang,9 Menit,sedang,10 Menit,sedang,10 Menit,sedang,10 Menit,sedang,9 Menit
Jl. Candi Golf Boulevard,candisari,893 M,6 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,6  Menit,lancar,6  Menit,lancar,6  Menit,lancar,6  Menit,lancar,6  Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,lancar,9 Menit
Jl. Pawiyatan Luhur,gajahmungkur,"2,736 M",4 M,Baik,lancar,12 Menit,lancar,10 Menit,lancar,12 Menit,lancar,12 Menit,sedang,12 Menit,,8 Menit,lancar,7 Menit,,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Kendeng,gajahmungkur,"1,275 M",4 M,Sedang,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,10 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Kelud,gajahmungkur,"1,859 M",8 M,Baik,lancar,9 Menit,lancar,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,7 Menit,sedang,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Menoreh,gajahmungkur,"1,637 M",7 M,Baik,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Watu Lawang 4,gajahmungkur,"1,202 M",4 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Veteran,gajahmungkur,"1,107 M",7 M,Baik,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,macet,8 Menit,macet,8 Menit,lancar,6 Menit,lancar,6 Menit,macet,8 Menit,sedang,8 Menit,sedang,7 Menit,sedang,7 Menit,sedang,7 Menit,lancar,7 Menit
Jl. Jatidiri,gajahmungkur,835 M,4 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,13 Menit,lancar,13 Menit,lancar,13 Menit,lancar,13 Menit,lancar,13 Menit,lancar,7 Menit,sedang,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Dempo,gajahmungkur,574 M,4 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Gubernur Budiono,gajahmungkur,302 M,5 M,Sedang,lancar,7 Menit,lancar,6 Menit,sedang,7 Menit,sedang,8 Menit,sedang,7 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Lamongan,gajahmungkur,811 M,8 M,Baik,lancar,6 Menit,lancar,5 Menit,sedang,6 Menit,sedang,6 Menit,sedang,6 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Tumpang,gajahmungkur,"1,159 M",4 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Semeru,gajahmungkur,775 M,6 M,Baik,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,macet,10 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Rajabasa,gajahmungkur,425 M,5 M,Baik,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,macet,11 Menit,macet,11 Menit,macet,11 Menit,lancar,9 Menit,macet,11 Menit,sedang,12 Menit,sedang,12 Menit,sedang,12 Menit,sedang,12 Menit,lancar,10 Menit
Jl. Argopuro,gajahmungkur,946 M,6 M,Sedang,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Lempongsari Barat 3,gajahmungkur,108 M,3 M,Baik,lancar,9 Menit,lancar,8 Menit,sedang,9 Menit,sedang,10 Menit,sedang,10 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Lempongsari Barat,gajahmungkur,222 M,3 M,Baik,lancar,10 Menit,lancar,10 Menit,sedang,12 Menit,sedang,12 Menit,sedang,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
